Nama_Laptop,Processor,RAM,GPU,Display,Storage,Harga_USD,Detail_URL,Buy_Link
Lenovo ThinkPad E16 Gen 2,Intel Core Ultra 7 155H,8GB RAM,Intel Arc (8-Cores),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,111400,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-2-471/,https://www.amazon.com/exec/obidos/ASIN/B0FPC983N7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 2,AMD Ryzen 7 7735U,24GB RAM,AMD Radeon 680M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,125400,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-2-412/,https://www.amazon.com/exec/obidos/ASIN/B0DHLNC6YR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,AMD Ryzen 7 7730U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",2000GB SSD,95900,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-691/,https://www.amazon.com/exec/obidos/ASIN/B0DM8STNTF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3,AMD Ryzen 5 3500U,36GB RAM,"AMD Radeon RX Vega 8 (R2000/3000, 15W)","15.6”, Full HD (1920 x 1080), TN",2000GB SSD,90900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-355/,https://www.amazon.com/exec/obidos/ASIN/B0DK1J99F3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3,AMD Ryzen 5 3500U,36GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), TN",4000GB SSD,105400,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-868/,https://www.amazon.com/exec/obidos/ASIN/B0DJQXM5RK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 7 155U,24GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,165400,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-390/,https://www.amazon.com/exec/obidos/ASIN/B0F597RJW3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 14 Gen 7,AMD Ryzen 7 7735HS,16GB RAM,AMD Radeon 680M,"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,99900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-14-gen-7-92/,https://www.amazon.com/exec/obidos/ASIN/B0DZXDWNZS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i5-1334U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,49999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-2103/,https://www.amazon.com/exec/obidos/ASIN/B0FTT8VWHD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i5-1334U,24GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,84999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-2100/,https://www.amazon.com/exec/obidos/ASIN/B0FTTB88ZG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 5i 16,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,105900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-5i-16-17/,https://www.amazon.com/exec/obidos/ASIN/B0CF4Z6CWX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T16 Gen 2,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,117093,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-2-202/,https://www.amazon.com/exec/obidos/ASIN/B0D67651YC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 6,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,115900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-11/,https://www.amazon.com/exec/obidos/ASIN/B0CW38WZCC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad L14 Gen 2,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,109999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-2-503/,https://www.amazon.com/exec/obidos/ASIN/B0BMDG21FZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 1,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,87900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-315/,https://www.amazon.com/exec/obidos/ASIN/B0FM3YR1SZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 15 Gen 4,Intel Core i7-1255U,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,117900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-4-116/,https://www.amazon.com/exec/obidos/ASIN/B0CKL94G7M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i3-1215U,40GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), TN",1000GB SSD,84999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-469/,https://www.amazon.com/exec/obidos/ASIN/B0DP5MK52M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad P14s Gen 1,Intel Core i7-10510U,8GB RAM,NVIDIA Quadro P520 (2GB GDDR5),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,149999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-1-132/,https://www.amazon.com/exec/obidos/ASIN/B08J3V6FF2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad X1 Yoga 5,Intel Core i5-10210U,16GB RAM,Intel UHD Graphics,"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,135900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-yoga-5-83/,https://www.amazon.com/exec/obidos/ASIN/B0CFLKQVLG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7 2-in-1,AMD Ryzen AI 7 350,16GB RAM,AMD Radeon 860M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,97900,https://laptopmedia.com/laptop-specs/lenovo-yoga-7-2-in-1-412/,https://www.amazon.com/exec/obidos/ASIN/B0G11WF3ND?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 2,AMD Ryzen 7 7735U,40GB RAM,AMD Radeon 680M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,134995,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-2-264/,https://www.amazon.com/exec/obidos/ASIN/B0FPZQH3JG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i5-1235U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,111900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-401/,https://www.amazon.com/exec/obidos/ASIN/B0FD56KLMD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15,Intel Core i5-12450HX,16GB RAM,"NVIDIA GeForce RTX 2050 (Laptop, 65W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,79999,https://laptopmedia.com/laptop-specs/lenovo-loq-15-131/,https://www.amazon.com/exec/obidos/ASIN/B0FDL8R3SP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 5 2-in-1,Intel Core 7 150U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,81900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-2-in-1-327/,https://www.amazon.com/exec/obidos/ASIN/B0DWMS5ZV7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,Intel Core i7-13620H,24GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), TN",512GB SSD,76900,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-885/,https://www.amazon.com/exec/obidos/ASIN/B0FPCBN1NP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 3,Intel Core Ultra 5 225U,16GB RAM,Intel Graphics (4-Cores),"16.0″, WUXGA (1920 x 1200), IPS",512GB SSD,101999,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-3-53/,https://www.amazon.com/exec/obidos/ASIN/B0FVBKWHVS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i3-1215U,40GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,95900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-2132/,https://www.amazon.com/exec/obidos/ASIN/B0FGHLHR4V?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3,AMD Ryzen 7 5700U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",1000GB SSD,100900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-39/,https://www.amazon.com/exec/obidos/ASIN/B0FR4RM8PV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E14 Gen 4,AMD Ryzen 7 5825U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,89998,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-4-161/,https://www.amazon.com/exec/obidos/ASIN/B0C5BZWQTC?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14s Gen 2,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,104900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-259/,https://www.amazon.com/exec/obidos/ASIN/B0CBRKBCMZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 2,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,143900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-281/,https://www.amazon.com/exec/obidos/ASIN/B0CKYZKBFB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 3,AMD Ryzen 7 5825U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,61499,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-3-568/,https://www.amazon.com/exec/obidos/ASIN/B0F2MDW73C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 2,Intel Core Ultra 7 155U,32GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,126124,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-2-646/,https://www.amazon.com/exec/obidos/ASIN/B0CXJJT45Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7i 2-in-1,Intel Core Ultra 5 125U,16GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,90900,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-2-in-1-361/,https://www.amazon.com/exec/obidos/ASIN/B0DMW4KPFS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3i 15,Intel Core i3-1115G4,16GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,48900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-15-1824/,https://www.amazon.com/exec/obidos/ASIN/B0CMQGQHNP?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 5i 16,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",4000GB SSD,74900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-5i-16-24/,https://www.amazon.com/exec/obidos/ASIN/B0CGGM4235?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Flex 5 16,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", QHD+ (2560 x 1600), IPS",1000GB SSD,69900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-16-118/,https://www.amazon.com/exec/obidos/ASIN/B0C9FZ36L9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga C940 14,Intel Core i7-1065G7,16GB RAM,Intel Iris Plus Graphics G7,"14.0”, 4K UHD (3840 x 2160), IPS",512GB SSD,89900,https://laptopmedia.com/laptop-specs/lenovo-yoga-c940-14-6/,https://www.amazon.com/exec/obidos/ASIN/B08121VSGZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,Intel Core i5-13420H,40GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), TN",4000GB SSD,126900,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-707/,https://www.amazon.com/exec/obidos/ASIN/B0DM8WGYT7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Celeron N4500,8GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"15.6”, HD (1366 x 768), TN",256GB SSD,41900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-355/,https://www.amazon.com/exec/obidos/ASIN/B0FC96P4NN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i3-1215U,16GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,70999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-1246/,https://www.amazon.com/exec/obidos/ASIN/B0DP5NZ6D3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7 2-in-1,Intel Core Ultra 5 125U,16GB RAM,Intel Graphics (4-Cores),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,93300,https://laptopmedia.com/laptop-specs/lenovo-yoga-7-2-in-1-221/,https://www.amazon.com/exec/obidos/ASIN/B0DMT22JMW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3,Intel Core i3-1115G4,20GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,54900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-860/,https://www.amazon.com/exec/obidos/ASIN/B0DYV6DNKR?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 2,AMD Ryzen 7 7735U,16GB RAM,AMD Radeon 680M,"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,110900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-2-407/,https://www.amazon.com/exec/obidos/ASIN/B0DHLQ5BG2?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 1,AMD Ryzen 7 7730U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,92977,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-465/,https://www.amazon.com/exec/obidos/ASIN/B09D8DJSHT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i5-1235U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",2000GB SSD,88900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-2502/,https://www.amazon.com/exec/obidos/ASIN/B0DQKV647C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7 2-in-1,AMD Ryzen 7 8840HS,16GB RAM,AMD Radeon 780M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,94900,https://laptopmedia.com/laptop-specs/lenovo-yoga-7-2-in-1-97/,https://www.amazon.com/exec/obidos/ASIN/B0DGXSBHLK?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 5i 16,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",3000GB SSD,131900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-5i-16-31/,https://www.amazon.com/exec/obidos/ASIN/B0CFKY43C3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 6,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,126900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-17/,https://www.amazon.com/exec/obidos/ASIN/B0DG8SB8C5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7i 14,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,129999,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-14-185/,https://www.amazon.com/exec/obidos/ASIN/B0BB271VMD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Slim 7 14,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.8K (2880 x 1800), 90 Hz, OLED",512GB SSD,104900,https://laptopmedia.com/laptop-specs/lenovo-slim-7-14-26/,https://www.amazon.com/exec/obidos/ASIN/B0FS6QFL9G?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3 15,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,81888,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4304/,https://www.amazon.com/exec/obidos/ASIN/B0C2ZVQ9VH?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7i 16,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0″, 2.5K (2560 x 1440), IPS",2000GB SSD,144999,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-16-33/,https://www.amazon.com/exec/obidos/ASIN/B0BB244GJV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3/3i,Intel Core i7-1255U,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,74900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-3i-181/,https://www.amazon.com/exec/obidos/ASIN/B0D9637SF6?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 3,Intel Core i3-N305,24GB RAM,Intel UHD Graphics Xe 750 (32EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,75999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-3-427/,https://www.amazon.com/exec/obidos/ASIN/B0DYKC762Z?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 1,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",512GB SSD,59999,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-636/,https://www.amazon.com/exec/obidos/ASIN/B0DQCM722B?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Flex 5i 14,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.8K (2880 x 1800), OLED",1000GB SSD,114900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5i-14-45/,https://www.amazon.com/exec/obidos/ASIN/B0FR4XW6W3?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad Slim 5i 16,Intel Core i7-1355U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,94900,https://laptopmedia.com/laptop-specs/lenovo-ideapad-slim-5i-16-27/,https://www.amazon.com/exec/obidos/ASIN/B0FSZN2F8X?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 1,Intel Core i5-1335U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,129900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-16/,https://www.amazon.com/exec/obidos/ASIN/B0CJ5LJ6PN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T14 Gen 2,Intel Core i5-1135G7,24GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,131900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-581/,https://www.amazon.com/exec/obidos/ASIN/B0CFQ2XN9Z?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga C740 15,Intel Core i5-10210U,8GB RAM,Intel UHD Graphics,"15.6”, Full HD (1920 x 1080), IPS",544GB SSD,63900,https://laptopmedia.com/laptop-specs/lenovo-yoga-c740-15-36/,https://www.amazon.com/exec/obidos/ASIN/B097GF6YXF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7i 14,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,119900,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-14-142/,https://www.amazon.com/exec/obidos/ASIN/B0BBFWNZ6D?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,Intel Core i5-13420H,24GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), TN",2000GB SSD,98900,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-705/,https://www.amazon.com/exec/obidos/ASIN/B0DM8Y3NV9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo V15 Gen 4,Intel Core i5-13420H,24GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), TN",2000GB SSD,64999,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-4-653/,https://www.amazon.com/exec/obidos/ASIN/B0FKSTFGYW?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E16 Gen 1,AMD Ryzen 7 7730U,8GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,111900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-640/,https://www.amazon.com/exec/obidos/ASIN/B0DGG7WX7M?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkBook 16 Gen 6,Intel Core i7-1355U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,117900,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-16-gen-6-290/,https://www.amazon.com/exec/obidos/ASIN/B0D25ZJPRS?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo IdeaPad 3,AMD Ryzen 5 3500U,36GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,85400,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-913/,https://www.amazon.com/exec/obidos/ASIN/B0DJQXNBXT?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo Yoga 7 2-in-1,AMD Ryzen 7 8840HS,16GB RAM,AMD Radeon 780M,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,106900,https://laptopmedia.com/laptop-specs/lenovo-yoga-7-2-in-1-312/,https://www.amazon.com/exec/obidos/ASIN/B0FW4XWZ5K?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo LOQ 15,AMD Ryzen 7 7435HS,32GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,116900,https://laptopmedia.com/laptop-specs/lenovo-loq-15-481/,https://www.amazon.com/exec/obidos/ASIN/B0FH4QF3NV?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad T16 Gen 3,Intel Core Ultra 5 125H,16GB RAM,Intel Arc (7-Cores),"16.0”, WUXGA (1920 x 1200), IPS",2000GB SSD,121900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t16-gen-3-482/,https://www.amazon.com/exec/obidos/ASIN/B0FM46KJC9?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
Lenovo ThinkPad E14 Gen 6,Intel Core Ultra 7 155H,16GB RAM,Intel Arc (8-Cores),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,102900,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-6-85/,https://www.amazon.com/exec/obidos/ASIN/B0G2S3PK18?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3
